Age,C/N,d13C,d15N,TC,Bsi,MS
"4,426.00",9.97,-26.27,1.48,3.9,91.9,41.04
"4,446.00",9.91,-26.61,1.33,4.22,93.62,40.78
"4,466.00",9.78,-26.72,1.26,4.27,95.33,41.21
"4,485.00",9.63,-26.73,1.21,4.22,97.04,42.61
"4,505.00",9.5,-26.77,1.19,4.22,98.75,47.65
"4,525.00",9.48,-26.79,1.21,4.18,100.31,52.86
"4,545.00",9.72,-26.75,1.31,4.06,101.5,57.19
"4,565.00",9.75,-26.72,1.28,3.86,102.67,60.63
"4,585.00",9.61,-26.71,1.14,3.61,103.85,63.42
"4,605.00",9.73,-26.65,1.2,3.61,105.02,66.34
"4,625.00",9.83,-26.51,1.25,3.62,105.98,68.66
"4,645.00",9.6,-26.17,1.06,3.41,106.23,68.86
"4,665.00",9.54,-25.99,1.16,3.37,106.43,68.26
"4,685.00",9.69,-26.02,1.6,3.56,106.63,67
"4,705.00",9.72,-26.03,1.63,3.52,106.82,66.48
"4,725.00",9.86,-26.08,1.53,3.6,106.17,65.57
"4,745.00",10.61,-26.26,1.42,4.4,102.19,62.21
"4,765.00",11.43,-26.28,1.36,5.29,97.86,56.34
"4,785.00",12.16,-26.15,1.36,6.1,93.54,48.46
"4,805.00",11.77,-26.11,1.59,5.62,89.21,42.44
"4,825.00",10.94,-25.97,1.81,4.75,86.37,39.23
"4,845.00",9.79,-25.48,1.86,3.84,87.05,41.53
"4,865.00",9.3,-25.52,1.85,3.43,87.88,47.97
"4,885.00",9.73,-25.9,1.74,3.63,88.71,57.16
"4,905.00",12.85,-26.53,1.34,5.4,89.54,69.08
"4,925.00",14.9,-26.87,1.12,6.53,91.17,75.93
"4,945.00",14.97,-26.79,1.2,6.52,93.75,75.16
"4,965.00",12.85,-26.54,1.4,5.56,96.32,64.25
"4,985.00",10.85,-26.29,1.58,4.52,98.9,53.81
"5,005.00",10.01,-26.1,1.65,3.76,101.19,48.85
"5,025.00",9.44,-25.89,1.62,3.48,98.84,50.81
"5,045.00",9.37,-25.81,1.56,3.63,94.89,55.84
"5,065.00",10.33,-26.1,1.46,4.49,90.94,62.48
"5,085.00",12.16,-26.24,1.26,6.14,86.99,66.99
"5,105.00",16.07,-26.36,1.07,9.07,85.95,67.38
"5,125.00",23.55,-26.55,0.99,13.89,92.19,59.61
"5,145.00",18.9,-26.55,1,10.21,98.77,48.75
"5,165.00",12.27,-26.34,1.18,5.26,105.36,40.45
"5,185.00",10.78,-25.89,1.62,4.13,111.46,40.48
"5,205.00",10.15,-25.87,1.6,3.81,111.44,51.74
"5,225.00",9.89,-25.95,1.49,3.68,109.58,62.1
"5,245.00",9.79,-25.92,1.47,3.52,107.72,65.17
"5,265.00",9.29,-25.5,1.62,3.52,105.86,61
"5,285.00",9.15,-25.32,1.68,3.62,104.36,59.3
"5,305.00",9.27,-25.37,1.63,3.78,103.15,61.22
"5,325.00",8.95,-25.2,1.55,3.92,101.95,63.6
"5,345.00",9.21,-25.16,1.5,4.04,100.75,63.96
"5,365.00",9.31,-25,1.51,3.99,101.25,62.2
"5,385.00",8.84,-24.66,1.59,3.73,104.43,58.93
"5,405.00",9,-24.92,1.42,3.72,107.64,58.27
"5,425.00",8.94,-24.98,1.54,3.69,110.84,60.29
"5,445.00",8.84,-24.95,1.72,3.62,111.83,62.92
"5,465.00",9.02,-25.1,1.63,3.53,108.64,64.6
"5,484.00",8.92,-25.09,1.52,3.57,105.35,69.48
"5,504.00",8.95,-25.15,1.59,3.63,102.06,70.68
"5,524.00",8.96,-25.16,1.7,3.67,100.53,67.92
"5,544.00",8.88,-25.04,1.71,3.68,101.83,63.24
"5,564.00",9.17,-25.03,1.69,3.76,103.16,61.63
"5,584.00",8.75,-24.99,1.63,3.76,104.47,62.13
"5,604.00",8.72,-24.97,1.66,3.72,103.98,61.99
"5,624.00",8.88,-24.92,1.66,3.65,102.34,60.11
"5,644.00",8.9,-24.87,1.52,3.62,100.7,56.86
"5,664.00",9.38,-25.11,1.55,3.81,99.45,54.74
"5,684.00",9.09,-25.12,1.69,3.9,100.9,54.79
"5,704.00",9.42,-25.34,1.47,4.02,102.87,54.7
"5,724.00",9.45,-25.3,1.41,3.93,104.84,53.36
"5,744.00",9.22,-25.19,1.44,3.79,105.37,51.26
"5,764.00",9.12,-25.22,1.41,3.79,103.89,49.01
"5,784.00",8.76,-25.02,1.61,3.73,102.4,46.25
"5,804.00",9.14,-25.2,1.45,3.8,100.91,43.95
"5,824.00",8.9,-25.04,1.48,3.62,99.37,43.62
"5,844.00",9.09,-25.14,1.29,3.37,97.84,43.25
"5,864.00",8.76,-25.17,1.27,3.38,96.39,40.52
"5,884.00",9.24,-25.24,1.52,3.49,96.26,37.96
"5,904.00",9.49,-25.1,1.66,3.5,96.59,47.37
"5,924.00",9.22,-25.22,1.64,3.17,96.92,70.26
"5,944.00",9.09,-25.27,1.61,3.13,97.25,72.19
"5,964.00",8.97,-25.68,1.51,2.81,97.57,62.91
"5,984.00",8.81,-25.85,1.34,2.58,97.95,61.18
"6,004.00",9.21,-27.32,1.2,1.36,99.97,64.98
"6,024.00",9.67,-27.69,1.28,0.88,102.78,112.06
"6,044.00",10.03,-27.26,1.44,0.97,105.58,176.87
"6,064.00",10.47,-26.91,1.59,1.39,108.39,242.47
"6,084.00",11.46,-27.24,1.57,4.36,111.2,298.18
"6,104.00",12.76,-27.55,1.34,7.43,114.01,257.43
"6,124.00",12.66,-26.98,1.01,7.32,115.76,147.54
"6,144.00",12.2,-26.22,0.7,6.94,115.26,64.66
"6,164.00",12.16,-25.71,0.57,7.18,114.69,34.83
"6,184.00",14.06,-26.16,0.53,8.68,113.97,34.32
"6,204.00",11.69,-25.39,0.96,6.39,110.73,33.65
"6,224.00",9.53,-24.74,1.64,4.35,106.58,32.21
"6,244.00",9.31,-24.48,1.74,3.73,104.29,38.97
"6,264.00",9.35,-24.7,1.73,3.8,108.68,49.8
"6,284.00",8.93,-24.5,1.78,3.72,113.67,57.21
"6,304.00",8.69,-24.42,1.61,3.94,113.91,59.72
"6,324.00",8.96,-24.53,1.54,4.11,109.99,58.8
"6,344.00",8.66,-24.69,1.5,3.95,106.08,52.14
"6,364.00",8.8,-24.61,1.66,4,102.23,46.57
"6,384.00",8.72,-24.61,1.59,4.01,98.38,45.66
"6,404.00",8.82,-24.59,1.55,4.03,97.09,47.84
"6,424.00",9.01,-24.62,1.62,3.96,99.78,48.27
"6,444.00",8.76,-24.52,1.66,4.07,102.34,49.15
"6,464.00",8.51,-24.49,1.67,4.05,102.35,48.05
"6,483.00",8.65,-24.46,1.73,3.94,101.57,46.63
"6,503.00",8.95,-24.68,1.58,3.65,100.67,49.25
"6,523.00",10.31,-25.54,1.02,5.02,99.5,54.28
"6,543.00",11.87,-26.06,0.68,7.41,98.33,54.76
"6,563.00",10.86,-25.84,1.12,5.94,97.13,48
"6,583.00",9.06,-24.9,1.68,4.23,95.94,38.61
"6,603.00",9,-24.91,1.73,4.17,96.67,40.13
"6,623.00",8.88,-24.6,1.48,4.2,102.64,50.66
"6,643.00",8.9,-24.87,1.46,4.06,108.81,56.16
"6,663.00",8.95,-25.12,1.37,3.99,110.2,59.18
"6,683.00",8.76,-25.22,1.15,4.15,109,62.84
"6,703.00",8.92,-25.22,0.86,4.39,109.78,62.52
"6,723.00",8.76,-24.89,0.92,4.54,117.02,60.08
"6,743.00",8.49,-25.07,0.96,4.81,124.35,61.38
"6,763.00",9.03,-25.86,0.62,5.76,119.32,62.37
"6,783.00",9.16,-25.98,0.64,5.78,108.53,62.21
"6,803.00",9.67,-25.85,0.96,5.24,102.1,59.85
"6,823.00",9.16,-25.4,1.05,4.76,107.89,62.25
"6,843.00",9.33,-25.55,0.77,5.47,114.02,72.19
"6,863.00",8.69,-24.99,0.87,5.17,111.9,73.02
"6,883.00",8.18,-24.74,1.07,4.83,106.49,62.81
"6,903.00",8.39,-24.98,1.03,4.71,104.12,55.24
"6,923.00",8.58,-25.04,0.99,4.79,106.95,54.64
"6,943.00",8.54,-25.09,0.87,4.66,109.31,58.05
"6,963.00",8.93,-25.35,0.81,5.05,107.62,61.52
"6,983.00",9.51,-25.96,0.76,5.58,105.12,61.67
"7,003.00",9.03,-25.56,0.87,5.14,101.71,58.85
"7,023.00",9.14,-25,0.8,4.89,97.55,58.09
"7,043.00",9.84,-25.41,0.36,5.7,95.77,61.08
"7,063.00",9.66,-25.26,0.39,5.93,102.29,60.42
"7,083.00",8.59,-24.43,0.87,4.57,109.15,52.47
"7,103.00",10.02,-24.95,0.86,5.49,109.99,50.24
"7,123.00",10.37,-24.97,0.91,5.72,108.71,53
"7,143.00",8.72,-24.75,0.92,4.42,111.48,46.88
"7,163.00",8.33,-24.49,0.88,4.47,119.28,48.73
"7,183.00",8.6,-24.39,0.71,4.89,125.05,57.98
"7,203.00",8.9,-24.85,0.66,5.06,123.52,58.36
"7,223.00",8.49,-24.78,0.69,4.75,121.58,59.65
"7,243.00",8.7,-24.69,0.46,5.04,122.49,59.45
"7,263.00",8.9,-24.88,0.42,5.3,124.27,57.74
"7,283.00",8.59,-24.54,0.46,4.73,126.82,57.62
"7,303.00",8.9,-24.68,0.34,4.83,129.93,60.9
"7,323.00",8.68,-24.55,0.54,4.92,127.79,63.41
"7,343.00",8.25,-24.21,0.78,4.31,116.01,63.53
"7,363.00",8.09,-24.19,0.7,4.38,106.51,68.83
"7,383.00",8.09,-24.27,0.66,4.35,107.95,74.46
"7,403.00",8.24,-24.48,0.61,4.27,110.71,72.61
"7,423.00",8.64,-24.88,0.71,4.38,113.86,63.38
"7,443.00",9.07,-25.21,0.88,5.3,117.12,57.19
"7,463.00",8.54,-24.88,0.8,4.67,120.7,59.29
"7,483.00",8.21,-24.59,0.77,4.45,124.41,77.86
"7,502.00",8.36,-24.39,0.77,4.4,126,80.13
"7,522.00",8.25,-24.37,0.65,4.27,126,52.02
"7,542.00",8.02,-24.47,0.64,4.3,125.19,70.26
"7,562.00",8.11,-24.47,0.74,4.47,123.29,70.26
"7,582.00",8.31,-24.76,0.73,5,123.51,70.73
"7,602.00",8.43,-24.34,0.75,4.27,127.79,76.17
"7,622.00",8.4,-24.34,0.8,4.3,129.44,84.88
"7,642.00",8.24,-24.61,0.8,4.36,124.82,83.01
"7,662.00",8.57,-24.87,0.57,4.85,123.25,77.21
"7,682.00",8.26,-24.53,0.42,4.79,130.72,67.55
"7,702.00",8.48,-24.39,0.55,4.39,134.12,66.04
"7,722.00",8.14,-24.31,0.71,4.53,124.87,67.26
"7,742.00",8.21,-24.33,0.58,4.84,116.24,70.58
"7,762.00",8.25,-24.15,0.59,4.16,111.41,74.1
"7,782.00",8.15,-23.47,0.8,3.96,108.89,73.62
"7,802.00",8.14,-24.33,0.81,4.51,111.31,68.59
"7,822.00",8.84,-25.24,0.74,4.85,113.56,62.95
"7,842.00",7.95,-24.24,0.85,4.17,115.14,66
"7,862.00",7.96,-24.01,0.79,4.4,117.68,65.56
"7,882.00",8.1,-23.77,0.62,4.42,121.36,61.65
"7,902.00",8.09,-23.57,0.56,4.36,125.77,59.89
"7,922.00",7.94,-23.55,0.25,4.77,130.16,55.57
"7,942.00",8.43,-24.16,0.42,5.09,121.55,57.73
"7,962.00",8.6,-24.67,0.37,5.53,109.79,63.74
"7,982.00",7.83,-23.94,0.36,4.83,113.52,62.49
"8,002.00",7.5,-23.46,0.36,5.14,117.85,56.09
