Age,C/N,d13C,d15N,TC,Bsi,MS
"5,764.00",9.91,-26.48,2.21,0.79,78.81,742
"5,784.00",10.21,-26.5,2.14,0.86,82.13,754
"5,804.00",10.52,-26.51,2.06,0.86,88.44,760
"5,824.00",10.85,-26.52,1.99,0.86,95.23,761
"5,844.00",10.85,-26.53,1.91,0.87,96.45,757
"5,864.00",10.31,-26.55,1.84,0.85,88.22,751
"5,884.00",9.78,-26.56,1.76,0.81,79.83,741
"5,904.00",9.64,-26.57,1.68,0.77,71.57,726
"5,924.00",9.63,-26.58,1.62,0.84,77.08,706
"5,944.00",10,-26.55,1.65,0.95,91.94,687
"5,964.00",10.63,-26.52,1.7,1.07,101.04,673
"5,984.00",10.51,-26.5,1.74,1.16,96.11,668
"6,004.00",10.39,-26.47,1.79,0.99,90.75,668
"6,024.00",10.31,-26.44,1.83,1.16,86.21,668
"6,044.00",10.05,-26.41,1.88,1.19,81.77,665
"6,064.00",9.99,-26.38,1.92,0.86,77.32,670
"6,084.00",10.05,-26.35,1.97,0.86,72.88,688
"6,104.00",10.44,-26.32,2.01,0.81,68.55,710
"6,124.00",11.1,-26.29,2.06,0.89,68.35,723
"6,144.00",10.97,-26.26,2.1,0.85,70.2,727
"6,164.00",10.44,-26.23,2.15,0.88,72.05,724
"6,184.00",9.97,-26.2,2.19,1.02,73.89,718
"6,204.00",9.82,-26.17,2.24,0.97,75.74,709
"6,224.00",9.86,-26.15,2.28,0.9,77.59,700
"6,244.00",10.06,-26.12,2.32,0.84,79.42,692
"6,264.00",10.25,-26.11,2.33,0.86,79.39,686
"6,284.00",10.45,-26.11,2.34,0.93,78.01,680
"6,304.00",10.46,-26.1,2.35,0.97,76.63,677
"6,324.00",10.31,-26.09,2.35,0.97,75.25,676
"6,344.00",10.15,-26.09,2.36,0.96,73.87,676
"6,364.00",10,-26.08,2.36,0.94,72.49,677
"6,384.00",9.99,-26.08,2.37,0.91,71.11,679
"6,404.00",10.37,-26.07,2.38,0.89,69.73,681
"6,424.00",10.7,-26.07,2.38,0.88,68.35,684
"6,444.00",10.68,-26.06,2.39,0.89,66.97,688
"6,464.00",10.62,-26.06,2.4,0.91,65.74,692
"6,483.00",10.55,-26.05,2.4,0.85,66.56,696
"6,503.00",10.48,-26.04,2.41,0.77,68.03,701
"6,523.00",10.42,-26.04,2.41,0.79,69.5,706
"6,543.00",10.36,-26.03,2.42,0.87,70.97,711
"6,563.00",10.31,-26.03,2.43,0.87,72.44,716
"6,583.00",10.27,-26.02,2.43,0.83,73.91,721
"6,603.00",10.54,-26.02,2.44,0.82,75.38,722
"6,623.00",10.85,-26.01,2.45,0.84,76.85,720
"6,643.00",10.66,-26,2.45,0.93,78.32,713
"6,663.00",10.4,-26,2.46,0.97,79.14,703
"6,683.00",10.16,-25.99,2.46,0.94,79.05,691
"6,703.00",10.34,-25.99,2.47,1.08,78.96,680
"6,723.00",10.66,-25.98,2.48,1.21,78.87,672
"6,743.00",10.95,-25.98,2.48,1.18,78.78,670
